DO,DO-20-001740,29/02/2020,JKT01,PT. JAVAS KARYA TRIPTA (TANGERANG),,,,,BRNANM001,,ANTANGIN MINT SD12,21600,,DL0483/MPM/II/2020
DO,DO-20-001740,29/02/2020,JKT01,PT. JAVAS KARYA TRIPTA (TANGERANG),,,,,BRNKRW001,,RAPET WANGI K10,5000,,DL0483/MPM/II/2020
DO,DO-20-001740,29/02/2020,JKT01,PT. JAVAS KARYA TRIPTA (TANGERANG),,,,,BRNOBZ002,,OB HERBAL ZIPLONG R10,1500,,DL0483/MPM/II/2020
DO,DO-20-001740,29/02/2020,JKT01,PT. JAVAS KARYA TRIPTA (TANGERANG),,,,,BRNOBH004,,OB HERBAL B30,480,,DL0483/MPM/II/2020
DO,DO-20-001740,29/02/2020,JKT01,PT. JAVAS KARYA TRIPTA (TANGERANG),,,,,BRNOBJ002,,OB HERBAL JUNIOR B30,480,,DL0483/MPM/II/2020
DO,DO-20-001741,29/02/2020,JTG04,PT. JAVAS TRIPTA GEMALA (KUDUS),,,,,BRNANT001,,ANTANGIN JRG PLUS JAHE MERAH TR10,1000,,DL0346/MPM/II/2020
DO,DO-20-001741,29/02/2020,JTG04,PT. JAVAS TRIPTA GEMALA (KUDUS),,,,,BRNANC005,,ANTANGIN PERMEN ANEKA RASA T250,12,,DL0346/MPM/II/2020
DO,DO-20-001741,29/02/2020,JTG04,PT. JAVAS TRIPTA GEMALA (KUDUS),,,,,BRNANS002,,ANTANGIN JRG + MADU ST24,240,,DL0346/MPM/II/2020
DO,DO-20-001741,29/02/2020,JTG04,PT. JAVAS TRIPTA GEMALA (KUDUS),,,,,BRNTJH001,,TEJAHE PERMEN RASA JAHE B50,350,,DL0346/MPM/II/2020
DO,DO-20-001741,29/02/2020,JTG04,PT. JAVAS TRIPTA GEMALA (KUDUS),,,,,BRNTJH005,,TEJAHE PERMEN RASA BANDREK B50,200,,DL0346/MPM/II/2020
DO,DO-20-001741,29/02/2020,JTG04,PT. JAVAS TRIPTA GEMALA (KUDUS),,,,,BRNTJH006,,TEJAHE PERMEN RASA SEKOTENG B50,175,,DL0346/MPM/II/2020
DO,DO-20-001742,29/02/2020,JTG04,PT. JAVAS TRIPTA GEMALA (KUDUS),,,,,BRNANT001,,ANTANGIN JRG PLUS JAHE MERAH TR10,4000,,DL0364/MPM/II/2020
